YEARMODA    TEMP     DEWP   SLP     STP     WDSP  MXSPD  MAX     MIN    PRCP
19950830    52.4     44.6   1016.5  1007.8   5.7   8.9   61.7   47.1  0.08 
19950831    53.6     48.2   1015.0  1006.3   7.2   9.9   58.8   47.5  0.04 
19950901    56.2     51.6   1009.4  1000.8   8.2  13.0   62.6   50.2  0.31 
19950902    56.3     52.9   1012.6  1004.0   3.6   8.0   66.6   49.6  0.08 
19950903    57.3     53.3   1003.3   994.8   6.2   8.9   62.2   53.4  0.08 
19950904    55.2     54.1    996.7   988.2  11.3  18.1   59.5   54.0  0.00 
19950905    57.5     55.2   1002.1   993.6   4.5   8.0   68.7   53.2  0.00 
19950906    57.4     53.7   1005.5   997.0   2.2   8.9   68.0   49.1  0.04 
19950907    61.0     51.0   1004.0   995.6   4.1   8.0   72.5   47.8  0.00 
19950908    60.7     56.3   1001.0   992.5   5.5   8.0   67.8   56.7  0.00 
19950909    59.3     57.2   1006.1   997.6   5.9   8.0   63.9   56.7  0.12 
19950910    61.6     55.4   1013.0  1004.4   5.3   7.0   69.4   53.2  0.12 
19950911    59.0     55.8   1011.6  1003.1   4.5   8.0   65.8   52.2  0.00 
19950912    60.0     55.9   1016.4  1007.8   4.4   8.0   72.0   53.4  0.04 
19950913    62.0     55.7   1015.0  1006.5   8.0  14.0   72.0   50.7  0.00 
19950914    59.8     58.3   1008.9  1000.4   5.4   9.9   65.3   53.8  0.00 
19950915    57.0     52.1   1009.8  1001.2   1.2   5.1   70.3   48.7  0.00 
19950916    54.8     51.8   1011.5  1002.9   0.9   4.1   68.0   48.6  0.00 
19950917    57.8     53.6   1019.2  1010.5   2.6   7.0   67.1   48.9  0.00 
19950918    57.4     55.0   1023.7  1015.0   3.3   5.1   66.9   53.4  0.00 
19950919    53.8     49.7   1019.9  1011.2   6.4   8.9   61.5   49.6  0.00 
19950920    54.3     53.2   1010.0  1001.4   7.9   9.9   56.8   52.2  0.00 
19950921    53.5     49.7   1014.6  1005.9   4.9   8.9   62.4   44.8  0.24 
19950922    53.5     51.3   1019.9  1011.2   2.8   6.0   65.3   43.3  0.00 
19950923    56.4     52.9   1020.6  1011.9   4.3   8.0   65.5   50.0  0.00 
19950924    59.5     54.1   1013.2  1004.6   7.2   9.9   67.1   50.0  0.00 
19950925    55.8     51.4   1014.2  1005.6   6.7   9.9   62.8   49.5  0.00 
19950926    54.9     52.5   1012.6  1003.9   9.7  13.0   56.5   50.2  0.01 
19950927    51.8     50.5   1006.0   997.4   6.6  11.1   55.4   49.3  0.39 
19950928    45.7     41.3   1008.2   999.4  15.0  18.1   52.3   41.7  0.15 
19950929    44.0     40.1   1011.5  1002.6  10.4  13.0   50.2   40.1  0.15 
19950930    42.8     38.9   1010.6  1001.8   9.2  15.0   51.1   37.2  0.00 
19951001    45.1     39.9   1011.4  1002.6   6.2   9.9   52.0   36.3  0.02 
19951002    52.8     48.9   1017.4  1008.7   4.9   8.9   62.2   46.4  0.00 
19951003    54.9     51.2   1019.4  1010.7   4.7   8.0   65.3   44.1  0.00 
19951004    60.4     58.2   1016.1  1007.5   4.9   8.0   70.0   55.4  0.00 
19951005    62.7     59.1   1016.0  1007.4   5.7   9.9   72.3   56.5  0.00 
19951006    57.8     54.8   1023.7  1015.0   2.5   5.1   65.5   53.6  0.00 
19951007    59.7     56.1   1024.6  1016.0   5.8  12.0   69.6   53.4  0.00 
19951008    60.4     58.6   1027.9  1019.2   2.8   6.0   69.6   54.0  0.00 
19951009    59.8     56.6   1026.5  1017.8   2.5   6.0   73.6   50.5  0.00 
19951010    61.9     58.7   1024.4  1015.8   1.4   4.1   76.6   53.1  0.00 
19951011    59.3     58.0   1024.8  1016.1   4.8   7.0   68.4   55.2  0.00 
19951012    56.3     56.0   1023.4  1014.7   1.9   4.1   59.9   53.8  0.00 
19951013    58.9     58.3   1024.3  1015.6   0.3   1.9   62.1   57.4  0.00 
19951014    57.8     57.2   1024.0  1015.3   0.7   4.1   59.7   56.8  0.00 
19951015    56.1     53.0   1022.4  1013.7   4.4   7.0   58.5   54.5  0.00 
19951016    55.0     54.0   1025.2  1016.5   2.2   6.0   58.3   51.1  0.00 
19951017    56.6     55.4   1025.3  1016.6   5.5  11.1   63.1   53.6  0.00 
19951018    54.9     50.7   1022.6  1013.9   8.4  11.1   59.4   49.5  0.00 
19951019    51.7     47.5   1022.4  1013.6  11.2  14.0   54.7   45.0  0.00 
19951020    50.9     48.0   1018.0  1009.2   8.6  12.0   54.7   44.1  0.35 
19951021    42.6     37.5   1026.8  1017.8   5.7   8.9   49.5   33.4  0.00 
19951022    42.4     37.3   1028.7  1019.7   4.2   8.9   50.9   32.2  0.00 
19951023    45.6     40.8   1025.0  1016.1   5.4   8.0   53.4   38.7  0.00 
19951024    51.8     46.7   1022.6  1013.8   5.7   8.9   61.0   43.5  0.00 
19951025    48.2     44.8   1019.3  1010.5   5.6   8.0   59.9   40.3  0.00 
19951026    50.2     48.7   1023.2  1014.4   4.7   8.9   56.7   41.7  0.02 
19951027    57.0     53.7   1014.7  1006.1   7.1   9.9   64.9   52.3  0.00 
19951028    51.4     49.8   1016.6  1007.8   4.6   6.0   59.9   49.1  0.04 
19951103    33.7     33.3   1005.4   996.4  17.4  20.0   34.3   32.7  0.00 
19951104    34.3     29.6   1022.9  1013.8  10.8  18.1   37.6   32.0  0.27 
19951105    33.3     28.1   1034.5  1025.2   4.3   8.0   41.0   26.4  0.00 
19951106    39.3     37.2   1024.9  1015.9   9.8  15.0   46.6   32.4  0.00 
19951107    38.4     32.2   1023.9  1014.8   3.7   8.9   46.4   26.1  0.35 
19951108    32.2     29.8   1023.3  1014.2   2.7   8.0   42.8   23.7  0.00 
19951109    42.7     42.3   1015.9  1007.0   3.0   7.0   47.1   37.2  0.04 
19951110    47.1     46.6   1015.5  1006.7   4.9   7.0   49.3   43.7  0.02 
19951111    42.8     41.2   1017.5  1008.6   4.8   8.9   47.1   41.4  0.00 
19951112    40.3     36.2   1025.5  1016.5   7.6  12.0   45.5   32.7  0.00 
19951113    30.4     29.3   1021.8  1012.6   3.8   8.9   37.6   27.7  0.00 
19951114    33.5     33.1   1013.4  1004.4   3.4   8.0   38.7   28.2  0.00 
19951115    45.2     44.0   1003.2   994.5   8.7  12.0   54.3   36.3  0.02 
19951116    46.8     45.9    993.1   984.5   9.2  16.9   48.9   45.7  0.00 
19951117    35.7     29.8    998.0   989.1  13.1  19.0   50.0   30.2  0.03 
19951118    31.2     27.3   1012.3  1003.2   8.0  11.1   34.7   27.3  0.12 
19951119    35.0     33.7   1008.7   999.8   8.1  14.0   39.7   30.9  0.16 
19951120    31.0     27.8   1027.2  1017.9   3.8   7.0   36.9   26.8  0.12 
19951121    29.3     26.7   1031.2  1021.9   5.5   8.9   37.4   23.5  0.00 
19951122    29.8     25.6   1025.9  1016.6   7.0   9.9   34.7   25.0  0.00 
19951123    37.3     36.6   1023.6  1014.5   6.4   9.9   41.4   31.1  0.00 
19951124    42.5     41.3   1018.8  1009.9   7.2   8.9   45.0   39.9  0.00 
19951125    36.4     35.8   1016.1  1007.1   5.8   8.0   42.6   34.5  0.00 
19951126    35.6     33.7   1013.8  1004.8   5.7   7.0   41.2   31.8  0.00 
19951127    34.9     31.0   1014.6  1005.6   3.7   5.1   42.4   31.1  0.00 
19951128    30.0     29.0   1019.0  1009.8   3.5   5.1   34.5   29.3  0.00 
19951129    31.7     30.7   1029.1  1019.9   6.0   7.0   33.6   29.7  0.00 
19951130    28.1     25.6   1034.1  1024.7   5.0   7.0   31.6   26.8  0.00 
19951201    25.3     23.3   1034.8  1025.4   4.9   7.0   29.8   22.5  0.00 
19951202    28.1     26.0   1032.9  1023.6   4.9   7.0   29.7   23.4  0.00 
19951203    27.5     25.6   1032.7  1023.4   4.8   7.0   30.9   24.1  0.00 
19951204    29.3     23.5   1033.0  1023.7   6.5   9.9   32.0   24.6  0.00 
19951205    22.9     16.0   1033.1  1023.6   8.9  11.1   27.3   17.8  0.00 
19951206    19.6     16.3   1030.4  1020.9  10.0  15.0   22.5   16.7  0.00 
19951207    24.6     22.5   1025.4  1016.1   6.6  12.0   26.2   22.3  0.24 
19951208    28.7     27.9   1030.7  1021.4   3.2   6.0   32.0   24.8  0.00 
19951209    29.4     28.7   1035.5  1026.2   1.9   6.0   31.5   24.3  0.00 
19951210    33.0     32.2   1036.4  1027.2   4.4   9.9   34.7   30.2  0.00 
19951211    35.5     35.0   1030.9  1021.8   5.4   9.9   38.7   32.0  0.04 
19951212    33.2     30.6   1032.8  1023.6   5.9   8.9   36.1   26.4  0.02 
19951213    30.2     29.5   1033.0  1023.7   2.5   7.0   32.9   25.5  0.01 
19951214    32.2     30.4   1034.0  1024.8   6.8   9.9   35.8   27.1  0.08 
19951215    25.3     22.7   1034.3  1024.9   2.7   4.1   32.7   20.1  0.00 
19951216    20.2     18.5   1032.7  1023.2   3.7   7.0   25.0   17.1  0.00 
19951217    20.3     19.5   1023.8  1014.4   1.6   4.1   26.6   14.7  0.00 
19951218    28.8     28.2   1016.2  1007.1   2.0   4.1   30.2   24.8  0.00 
19951219    30.7     29.8   1013.4  1004.3   5.5   8.9   34.0   27.3  0.00 
19951220    28.8     26.3   1011.4  1002.3   3.8  11.1   33.8   17.8  0.00 
19951221    20.0     19.0   1019.4  1010.0   4.1  11.1   25.3   13.6  0.00 
19951222    24.2     22.8   1002.7   993.6   4.7   9.9   33.6   14.9  0.00 
19951223    38.3     37.8    983.8   975.0   7.9  12.0   55.0   32.5  0.55 
19951224    27.8     25.2    998.4   989.4   4.2   8.0   39.6   18.1  0.39 
19951225    24.8     23.8    997.1   988.0   4.0   7.0   28.0   18.0  0.00 
19951226    24.3     23.3   1001.6   992.5   3.3   6.0   28.9   12.7  0.20 
19951227    12.5     11.2   1018.1  1008.6   1.3   6.0   22.1    4.8  0.00 
19951228    20.9     19.6   1020.6  1011.3   7.1   9.9   25.0   17.2  0.00 
19951229    18.5     17.5   1024.9  1015.4   2.2   5.1   22.5    7.5  0.00 
19951230     9.9      6.4   1018.4  1008.8   4.4   9.9   19.4    0.9  0.00 
19951231     8.6      5.4   1009.7  1000.2   8.6  12.0   13.1    6.4  0.00 
19960101    14.2     12.2   1013.3  1003.9   7.0   8.9   17.4    8.2  0.00 
19960102    17.3     15.0   1017.3  1007.9   4.1   8.0   22.5   15.1  0.00 
19960103    28.1     26.8   1025.3  1016.0   4.4   8.0   32.2   17.1  0.00 
19960104    19.8     17.4   1025.4  1016.0   3.3   7.0   26.8   16.3  0.00 
19960105    22.3     20.8   1018.4  1009.1   6.0  12.0   27.9   16.2  0.00 
19960106    26.1     23.1   1012.3  1003.1   9.1  12.0   27.1   23.7  0.00 
19960107    28.3     24.7   1005.8   996.7   7.4   9.9   32.7   22.5  0.00 
19960108    33.8     32.9   1014.8  1005.7   3.5   7.0   36.1   31.5  0.00 
19960109    34.2     33.3   1015.2  1006.1   6.3   8.9   37.9   32.2  0.01 
19960110    33.0     32.6   1014.1  1005.0   6.1   8.0   34.5   32.2  0.00 
19960111    32.9     32.1   1010.1  1001.1   4.1   7.0   36.1   30.7  0.00 
19960112    34.1     33.1   1009.9  1000.9   4.4   7.0   39.0   30.6  0.00 
19960113    31.5     31.0   1018.6  1009.5   5.0   8.0   35.2   30.2  0.00 
19960114    31.1     30.6   1028.6  1019.4   4.6   8.0   32.9   29.5  0.00 
19960115    29.7     29.3   1033.2  1023.9   6.0   8.0   31.5   28.4  0.00 
19960116    30.0     29.2   1033.9  1024.6   6.8   8.9   31.1   28.2  0.00 
19960117    28.1     27.6   1031.7  1022.4   1.4   2.9   28.9   27.5  0.00 
19960118    28.3     27.5   1028.3  1019.0   3.1   6.0   29.7   26.8  0.00 
19960119    31.1     30.0   1025.8  1016.6   4.3   9.9   33.4   29.1  0.00 
19960120    23.2     18.8   1028.8  1019.4   9.5  12.0   32.7   18.9  0.00 
19960121    19.9     17.0   1031.8  1022.3   7.2   9.9   24.6   16.9  0.00 
19960122    20.2     17.4   1031.8  1022.4   9.7  13.0   24.3   16.7  0.00 
19960123    19.5     13.2   1028.7  1019.2  10.6  14.0   24.1   15.8  0.00 
19960124    16.1      9.7   1028.8  1019.3  11.9  15.9   21.2   12.2  0.00 
19960125    11.7      6.6   1029.6  1020.0  10.1  12.0   17.2    7.5  0.00 
19960126    12.4      7.1   1027.9  1018.3  10.1  13.0   17.2    7.2  0.00 
19960127    16.0     12.0   1030.2  1020.6   6.2   9.9   21.4    9.5  0.00 
19960128    21.7     18.8   1032.2  1022.8   3.3   8.9   27.7   13.8  0.00 
19960129    22.1     18.4   1032.4  1022.9   5.3  13.0   30.4   14.4  0.00 
19960130    25.9     23.9   1036.6  1027.2   5.2   8.0   29.1   19.6  0.00 
19960131    26.3     21.8   1035.8  1026.4   4.7   8.9   28.6   23.7  0.00 
19960201    24.6     19.3   1026.6  1017.2   3.8   7.0   32.5   17.6  0.00 
19960202    19.3     16.7   1015.0  1005.7   2.4   5.1   25.7   11.5  0.00 
19960203    24.9     23.4   1011.8  1002.6   3.6   7.0   28.0   21.9  0.00 
19960204    24.2     22.6   1016.3  1007.1   4.9   8.0   28.0   20.8  0.08 
19960205    19.4     15.6   1016.7  1007.3   3.0   6.0   26.1    6.1  0.02 
19960206    14.3     10.2   1013.6  1004.2   6.0  11.1   23.2    3.6  0.00 
19960207    15.3      9.0   1011.8  1002.4   7.3  12.0   22.8    8.4  0.00 
19960208     9.6      5.1   1016.6  1007.1   6.5   9.9   16.5    5.7  0.00 
19960209    10.4      4.2   1026.7  1017.0   6.1   8.9   19.4    3.2  0.00 
19960210    14.3      6.9   1021.0  1011.5   9.1  13.0   18.3    9.9  0.00 
19960211    23.1     18.6   1015.0  1005.7   5.0   7.0   28.6   16.7  0.00 
19960212    34.3     31.4   1005.6   996.6   7.3  11.1   39.9   26.4  0.02 
19960213    30.3     27.5   1003.3   994.3   7.9  11.1   36.1   28.6  0.04 
19960214    30.3     28.3   1025.2  1016.0   7.7  12.0   32.0   25.3  0.00 
19960215    27.1     24.5   1028.0  1018.8   9.0  15.0   31.3   21.0  0.00 
19960216    36.7     35.7   1007.3   998.4  13.7  21.0   39.9   31.6  0.06 
19960217    33.8     31.8   1001.2   992.3  10.9  18.1   39.7   27.9  0.20 
19960218    32.2     31.4    998.4   989.5   7.1  11.1   34.9   27.0  0.08 
19960219    33.7     33.2    995.8   986.9   4.4   8.9   36.3   31.5  0.28 
19960220    28.0     26.6   1013.9  1004.8  11.4  15.0   34.9   22.5  0.21 
19960221    22.7     20.7   1015.4  1006.1   8.6  11.1   25.5   21.0  0.12 
19960222    23.0     20.7   1014.9  1005.7   4.9   8.9   25.0   21.0  0.08 
19960223    21.8     18.5   1018.0  1008.6   4.2   8.0   30.6   15.1  0.00 
19960224    19.9     15.9   1016.1  1006.8   3.5   8.0   31.6    5.4  0.00 
19960225    29.5     24.5   1010.2  1001.1   6.3  11.1  999.9   19.9  0.00 
19960226    42.8     32.9   1015.2  1006.3   7.2  12.0   54.7   34.5  0.00 
19960227    34.0     31.7   1021.9  1012.8   2.8   5.1   43.0   27.5  0.00 
19960228    30.6     30.1   1029.8  1020.6   3.6   5.1   36.5   28.8  0.00 
19960229    29.7     28.6   1025.7  1016.5   6.0   8.9   33.8   25.7  0.00 
19960301    32.3     26.5   1019.0  1009.9  11.1  16.9   36.5   27.9  0.01 
19960302    31.8     25.7   1020.5  1011.3   6.0  11.1   37.2   26.8  0.00 
19960303    27.0     22.8   1021.5  1012.3   3.9   7.0   30.9   21.7  0.00 
19960304    27.6     22.4   1020.5  1011.3   2.6   8.9   39.7   19.9  0.00 
19960305    26.8     23.3   1020.3  1011.1   4.1   9.9   38.7   16.2  0.00 
19960306    32.1     30.6   1020.9  1011.8   4.3   8.0   34.5   30.7  0.00 
19960307    33.3     26.8   1029.1  1019.9   8.2  13.0   38.8   28.4  0.12 
19960308    30.8     22.3   1036.2  1026.9   9.1  13.0   36.5   24.8  0.00 
19960309    29.0     19.8   1037.2  1027.9   9.0  14.0   35.8   22.5  0.00 
19960310    27.7     21.0   1037.3  1027.9   7.5   9.9   33.4   22.5  0.00 
19960311    26.7     19.2   1028.4  1019.0   9.2  13.0   29.3   23.0  0.00 
19960312    24.8     18.3   1025.0  1015.7   6.8  11.1   32.5   18.3  0.00 
19960313    26.5     22.9   1019.9  1010.6   7.5  11.1   29.3   22.5  0.00 
19960314    30.3     26.5   1019.3  1010.1   5.9   8.9   32.9   28.4  0.01 
19960315    30.7     25.9   1020.4  1011.2   6.6  13.0   36.3   24.3  0.00 
19960316    32.6     29.6   1020.5  1011.4  11.2  14.0   34.3   30.7  0.00 
19960317    33.1     29.9   1023.0  1013.9   8.2  11.1   35.4   32.0  0.00 
19960318    32.8     28.2   1024.0  1014.8   5.9   8.9   39.0   29.8  0.00 
19960319    34.0     28.1   1021.0  1011.9   4.8   8.0   52.0   26.1  0.00 
19960320    36.4     27.7   1016.2  1007.1   6.0   8.9   44.8   29.7  0.00 
19960321    31.9     26.4   1017.4  1008.2   7.2  11.1   38.8   26.6  0.00 
19960322    36.9     31.8   1018.7  1009.6   6.7   8.9   45.7   29.1  0.00 
19960323    38.2     34.0   1021.3  1012.3   5.8   8.9   45.5   32.2  0.00 
19960324    36.6     35.9   1021.1  1012.1   4.9   8.0   42.3   32.2  0.16 
19960325    33.1     31.3   1026.6  1017.5   5.1   8.9   36.7   30.2  0.01 
19960326    33.0     31.7   1014.4  1005.3   5.0   8.0   40.3   30.4  0.00 
19960327    34.6     22.4   1018.4  1009.4   8.0  12.0   43.2   28.6  0.00 
19960328    34.5     25.1   1013.7  1004.7   8.5  13.0   41.4   27.7  0.00 
19960329    35.8     30.3   1006.2   997.2   5.8   8.9   42.4   31.6  0.00 
19960330    32.9     31.9   1007.6   998.6   5.6   8.9   37.6   31.6  0.08 
19960331    31.2     27.8   1011.4  1002.3   6.2  11.1   35.8   23.7  0.12 
19960401    27.0     23.3   1013.9  1004.7   2.2   5.1   36.3   16.2  0.04 
19960402    30.9     27.1   1020.8  1011.6   3.2   7.0   38.3   21.6  0.00 
19960403    35.8     28.7   1029.5  1020.3   8.0  14.0   64.4   27.0  0.00 
19960404    36.5     25.2   1032.1  1023.0   8.4  14.0   45.5   29.7  0.00 
19960405    37.4     34.8   1027.9  1018.8   7.0  12.0   45.7   30.4  0.00 
19960406    47.1     38.5   1022.7  1013.8   6.7   9.9   60.8   35.8  0.00 
19960407    48.3     36.5   1022.0  1013.1   4.7   8.9   60.4   35.8  0.00 
19960408    46.9     37.2   1024.2  1015.3   2.7   8.9   63.0   34.5  0.00 
19960409    43.2     38.3   1026.4  1017.4   3.7   8.9   57.6   35.8  0.00 
19960410    40.0     37.3   1021.7  1012.7   1.9   6.0   50.5   29.7  0.00 
19960411    35.0     30.1   1020.1  1011.0   8.9  14.0   46.9   27.9  0.02 
19960412    30.8     25.3   1018.1  1008.9   9.5  16.9   35.4   25.2  0.01 
19960413    35.3     32.4   1019.5  1010.4   8.1  11.1   38.7   31.5  0.12 
19960414    40.5     25.7   1024.7  1015.7   5.8   9.9   51.3   30.7  0.00 
19960415    43.8     23.7   1027.2  1018.2   5.5   8.9   55.9   28.8  0.00 
19960416    47.5     24.4   1022.2  1013.3   2.8   7.0   59.9   31.8  0.00 
19960417    50.1     26.7   1016.1  1007.4   3.9   8.0   64.4   32.5  0.00 
19960418    54.4     35.3   1018.0  1009.3   4.2   8.0   70.0   38.8  0.00 
19960419    55.4     43.3   1020.3  1011.6   2.2   7.0   71.4   41.9  0.00 
19960420    60.8     40.7   1016.3  1007.7   3.5   8.0   75.0   44.6  0.00 
19960421    64.6     40.0   1012.6  1004.1   3.6   7.0   81.7   53.4  0.00 
19960422    65.6     43.3   1012.0  1003.5   3.1   7.0   83.3   49.1  0.00 
19960423    69.1     44.9   1008.5  1000.1   4.6   8.9   82.8   56.1  0.00 
19960424    54.7     51.2   1016.3  1007.7   5.1  15.0   76.1   47.8  0.45 
19960425    52.0     46.3   1022.2  1013.4   5.8   9.9   60.6   47.1  0.31 
19960426    48.3     44.6   1020.5  1011.7   6.7  13.0   54.1   43.2  0.04 
19960427    52.1     44.9   1019.2  1010.4   2.6   6.0   63.1   41.2  0.04 
19960428    51.9     44.4   1009.8  1001.1   3.9   8.0   65.7   44.1  0.00 
19960429    45.3     36.1   1008.9  1000.1   5.2   8.9   54.0   38.8  0.00 
19960430    44.0     39.1   1007.3   998.5   4.1   8.0   49.1   38.1  0.00 
19960501    51.2     44.2   1005.4   996.7   5.3   8.0   62.4   40.3  0.00 
19960502    49.5     47.6   1000.8   992.2   5.0   8.9   59.7   40.6  0.00 
19960503    54.4     50.3    999.6   991.1   3.2   5.1   68.0   45.3  0.00 
19960504    47.2     41.6   1005.8   997.1  10.5  15.9   54.9   42.1  1.18 
19960505    44.1     34.3   1015.6  1006.8  11.4  15.9   50.5   39.2  0.06 
19960506    47.1     35.1   1018.6  1009.8   5.9   9.9   58.1   34.9  0.00 
19960507    46.8     36.7   1021.1  1012.2   5.5   9.9   57.4   36.9  0.00 
19960508    43.9     38.0   1021.1  1012.1   7.6   9.9   52.3   39.9  0.00 
19960509    39.7     38.7   1016.6  1007.6  12.8  15.0   43.5   37.4  0.29 
19960510    40.6     40.0   1013.8  1004.9   7.2  11.1   41.5   39.0  0.31 
19960511    46.5     43.3   1016.5  1007.7   1.6   2.9   52.7   40.5  0.01 
19960512    48.2     47.6   1017.4  1008.6   5.0   8.0   51.6   44.8  0.00 
19960513    55.6     52.0   1018.1  1009.4   5.5   8.9   67.8   46.8  0.00 
19960514    52.7     50.4   1016.1  1007.4   6.0   8.9   63.3   46.4  0.00 
19960515    49.8     43.5   1014.4  1005.6   6.1   8.9   56.7   45.3  0.00 
19960516    48.1     36.8   1015.4  1006.6   5.4   8.0   56.5   41.2  0.00 
19960517    52.0     47.3   1009.3  1000.6   5.5   8.9   64.9   42.4  0.00 
19960518    63.4     55.3   1006.8   998.4   3.2   7.0   73.4   53.2  0.16 
19960519    62.8     55.7   1005.6   997.1   4.2   7.0   73.9   49.3  0.00 
19960520    48.7     45.9   1010.9  1002.1   7.7  15.0   70.7   44.2  0.12 
19960521    53.7     40.8   1018.2  1009.5   7.1  13.0   63.9   41.9  0.24 
19960522    52.5     43.7   1021.1  1012.3   3.8   8.9   61.0   43.9  0.00 
19960523    52.2     49.1   1016.9  1008.2   5.9  11.1   57.9   43.9  0.01 
19960524    56.6     54.4   1012.7  1004.0   6.8  11.1   65.7   49.6  0.02 
19960525    55.6     54.3   1006.1   997.5   4.8   8.9   60.4   50.2  0.24 
